basic_gt,basic_pred,sub_gt,sub_pred,fine_gt,fine_pred
2,2,7,7,14,14
2,2,7,7,14,14
2,2,7,7,14,14
2,2,7,7,14,14
2,2,7,7,14,14
2,2,7,7,14,14
2,2,8,8,15,15
2,2,8,7,15,14
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,1,8,20,15,53
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,7,15,14
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,7,15,15
2,2,8,8,15,15
2,2,8,8,15,15
2,2,8,8,15,15
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,0,6,20,13,42
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,20,6,7,13,14
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
1,1,6,6,13,13
6,6,9,9,16,17
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,17
6,6,9,9,16,16
6,6,9,9,16,17
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,17
6,6,9,9,16,17
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,17
6,6,9,9,16,17
6,6,9,9,16,17
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,17
6,6,9,9,16,16
6,6,9,9,16,16
6,6,9,9,16,17
6,6,9,9,16,16
6,6,9,9,17,16
6,6,9,9,17,16
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,16
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,16
6,6,9,9,17,17
6,6,9,9,17,16
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,16
6,6,9,9,17,17
6,6,9,9,17,16
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,6,9,9,17,17
6,8,10,25,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,17,10,50,18,86
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,24,18,47
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,7,10,51,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
6,6,10,10,18,18
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,16,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
3,11,11,36,19,61
3,3,11,11,19,19
3,3,11,11,19,19
3,3,11,11,19,19
4,22,13,13,21,21
4,4,13,13,21,21
4,4,13,13,21,21
4,17,13,48,21,21
4,4,13,13,21,21
4,22,13,59,21,21
4,4,13,13,21,87
4,22,13,59,21,89
4,22,13,13,21,21
4,4,13,13,21,21
4,4,13,13,21,21
4,4,13,58,21,88
4,22,13,13,21,21
4,28,13,58,21,88
4,4,13,59,21,89
4,22,13,33,21,58
4,22,13,13,21,21
4,4,13,13,21,21
4,22,13,58,21,87
4,22,13,58,21,87
4,22,13,13,21,21
4,4,13,58,21,87
4,4,13,13,21,21
4,22,13,13,21,21
4,4,13,13,21,21
4,22,13,13,21,21
4,22,13,13,21,21
4,4,13,13,21,21
4,4,13,13,21,21
4,4,13,58,21,21
4,4,13,13,21,21
4,4,13,48,21,76
4,22,13,59,21,89
4,22,13,58,21,87
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,28,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,4,20,20,42,43
20,20,20,20,42,42
20,20,20,20,42,42
20,1,20,6,42,13
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
20,20,20,20,42,42
13,13,21,21,43,43
13,13,21,30,43,55
13,13,21,21,43,43
13,13,21,30,43,55
13,13,21,30,43,55
13,13,21,30,43,55
13,13,21,30,43,55
13,13,21,21,43,43
13,13,21,30,43,55
13,13,21,30,43,55
13,13,21,30,43,55
13,13,21,30,43,55
13,13,21,21,43,94
13,13,21,21,43,43
13,13,21,21,43,43
13,13,21,30,43,55
13,13,21,21,43,43
13,13,21,31,43,56
13,13,21,21,43,43
13,13,21,21,43,43
13,13,21,21,43,43
13,13,21,30,43,55
13,13,21,21,43,43
13,13,21,21,43,43
13,13,21,30,43,55
13,13,21,21,43,56
13,13,21,31,43,55
13,27,21,64,43,94
13,13,21,30,43,55
13,13,21,30,43,55
13,13,21,31,43,56
13,13,21,31,43,56
13,13,21,21,43,43
7,7,26,26,49,49
7,7,26,27,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,4,26,26,49,49
7,17,26,26,49,76
7,5,26,51,49,79
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,27,49,50
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,27,49,51
7,14,26,41,49,69
7,7,26,27,49,51
7,7,26,26,49,49
7,7,26,26,49,49
7,14,26,40,49,5
7,7,26,26,49,49
7,7,26,27,49,51
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,27,49,50
7,7,26,27,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,26,26,49,49
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,51
7,7,27,26,50,49
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,26,50,49
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,51
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,79
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,51
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,50
7,7,27,27,50,97
7,14,27,2,50,90
7,7,27,27,50,50
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,50
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,22,27,27,51,51
7,7,27,27,51,51
7,28,27,41,51,69
7,7,27,27,51,51
7,7,27,27,51,50
7,7,27,27,51,50
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,50
7,7,27,27,51,51
7,7,27,27,51,50
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,51
7,7,27,27,51,50
7,7,27,27,51,51
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,22,22,44,44
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,22,45,44
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,36,45,61
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,3,23,11,45,19
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,23,23,45,45
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,47
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,46,46
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,14,24,17,47,58
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,10,47,18
8,14,24,40,47,65
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,46
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
8,8,24,24,47,47
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,27,48,50
7,18,25,51,48,79
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
7,7,25,25,48,48
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,58,54,31
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,29,54,86
22,22,29,29,54,54
22,22,29,29,54,54
22,20,29,56,54,85
22,22,29,57,54,54
22,22,29,29,54,54
22,20,29,29,54,85
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,56,54,85
22,22,29,29,54,85
22,22,29,29,54,54
22,0,29,32,54,57
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,29,54,54
22,22,29,56,54,85
22,22,29,29,54,54
22,22,29,57,54,86
22,20,29,56,54,85
22,4,29,29,54,54
22,22,29,57,54,86
22,20,29,56,54,85
13,13,30,21,55,43
13,13,30,30,55,55
13,13,30,30,55,94
13,13,30,4,55,8
13,13,30,21,55,43
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,21,55,43
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,21,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,21,55,43
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,21,55,55
13,13,30,30,55,55
13,13,30,21,55,43
13,4,30,13,55,21
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,31,55,56
13,13,30,21,55,55
13,13,30,21,55,43
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,30,30,55,55
13,13,31,32,56,57
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,12,56,20
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,32,56,64
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,4,31,12,56,20
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,31,56,56
13,22,31,44,56,72
13,13,31,31,56,56
13,13,31,31,56,56
13,13,31,21,56,43
13,13,32,32,57,57
13,4,32,32,57,57
13,4,32,16,57,31
13,13,32,32,57,57
13,0,32,12,57,86
13,4,32,56,57,85
13,4,32,12,57,20
13,4,32,32,57,32
13,13,32,32,57,57
13,13,32,32,57,57
13,0,32,2,57,5
13,4,32,32,57,11
13,13,32,32,57,57
13,13,32,32,57,57
13,13,32,32,57,57
13,4,32,16,57,20
13,22,32,57,57,86
13,4,32,32,57,20
13,4,32,12,57,20
13,13,32,32,57,57
13,4,32,12,57,31
13,13,32,32,57,57
13,13,32,32,57,86
13,13,32,32,57,57
13,4,32,32,57,57
13,4,32,32,57,37
13,4,32,16,57,31
13,13,32,40,57,57
13,13,32,31,57,35
13,13,32,32,57,57
13,13,32,32,57,57
13,13,32,32,57,57
13,4,32,32,57,31
22,22,33,33,58,87
22,22,33,48,58,87
22,4,33,14,58,22
22,22,33,13,58,21
22,22,33,33,58,58
22,22,33,33,58,87
22,22,33,58,58,87
22,22,33,33,58,58
22,4,33,14,58,22
22,4,33,1,58,35
22,22,33,33,58,87
22,22,33,13,58,21
22,22,33,33,58,58
22,22,33,14,58,22
22,22,33,58,58,88
22,22,33,33,58,58
22,4,33,33,58,58
22,22,33,58,58,87
22,22,33,58,58,87
22,22,33,14,58,22
22,22,33,33,58,58
22,4,33,33,58,21
22,4,33,13,58,21
22,22,33,33,58,88
22,22,33,33,58,58
22,4,33,33,58,58
22,22,33,58,58,87
22,22,33,33,58,58
22,22,33,33,58,58
22,22,33,59,58,89
22,22,33,33,58,58
22,4,33,13,58,87
22,4,33,13,58,89
22,22,33,14,58,22
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,14,34,40,59,5
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,34,34,59,59
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,34,60,59
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,27,35,64,60,94
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,35,35,60,60
11,11,36,8,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,8,36,22,61,44
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,8,36,27,61,46
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,36,36,61,61
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,53
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,11,28,28,52,52
11,20,28,20,52,42
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,52
11,11,28,28,53,53
11,11,28,28,53,52
11,11,28,28,53,52
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
11,11,28,28,53,53
25,24,38,61,63,91
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,0,38,2,63,5
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
25,25,38,38,63,63
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,29,37,28,62,52
12,2,37,7,62,14
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,2,37,8,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
12,12,37,37,62,62
14,0,40,2,65,2
14,14,40,40,65,66
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,4
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,4,40,40,65,5
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,67
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,67
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,67
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,65,65
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,2,66,2
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,67
14,14,40,40,66,65
14,14,40,40,66,67
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,66
14,14,40,40,66,67
14,14,40,40,66,66
14,4,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,4,40,40,67,65
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,66
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,66
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,66
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,66
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,66
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,67
14,14,40,40,67,66
14,14,40,40,67,66
14,14,40,40,67,67
14,14,40,40,67,66
14,14,39,39,64,64
14,14,39,39,64,64
14,16,39,60,64,90
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,63,64,93
14,14,39,39,64,64
14,4,39,19,64,10
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,63,64,93
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,63,64,64
14,14,39,63,64,93
14,14,39,39,64,64
14,14,39,39,64,64
14,14,39,39,64,64
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,69
14,14,41,41,68,69
14,14,41,41,68,69
14,14,41,41,68,70
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,69
14,14,41,41,68,69
14,14,41,41,68,69
14,14,41,41,68,69
14,14,41,41,68,69
14,14,41,41,68,68
14,14,41,41,68,69
14,14,41,41,68,68
14,14,41,41,68,69
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,69
14,14,41,41,68,69
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,68
14,14,41,41,68,70
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,42,69,70
14,14,41,41,69,69
14,14,41,41,69,68
14,14,41,41,69,69
14,14,41,39,69,69
14,14,41,41,69,68
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,68
14,7,41,27,69,50
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,68
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,69
14,14,41,41,69,69
